code,id,uta,uta1
010,00393,ふるさとの−もとあらのこはき−さきしより−よなよなにはの−つきそうつろふ,みやきのの−もとあらのこはき−つゆをおもみ−かせをまつこと−きみをこそまて
010,00396,つきはなほ−もらぬこのまも−すみよしの−まつをつくして−あきかせそふく,このまより−もりくるつきの−かけみれは−こころつくしの−あきはきにけり
010,00397,なかむれは−ちちにものおもふ−つきにまた−わかみひとつの−みねのまつかせ,つきみれは−ちちにものこそ−かなしけれ−わかみひとつの−あきにはあらねと
010,00399,こころある−をしまのあまの−たもとかな−つきやとれとは−ぬれぬものから,まつしまの−をしまのいそに−あさりせし−あまのそてこそ−かくはぬれしか
010,00412,たつたやま−よはにあらしの−まつふけは−くもにはうとき−みねのつきかけ,かせふけは−おきつしらなみ−たつたやま−よはにやきみか−ひとりこゆらむ
010,00419,つきたにも−なくさめかたき−あきのよの−こころもしらぬ−まつのかせかな,わかこころ−なくさめかねつ−さらしなや−をはすてやまに−てるつきをみて
010,00420,さむしろや−まつよのあきの−かせふけて−つきをかたしく−うちのはしひめ,さむしろに−ころもかたしき−こよひもや−われをまつらむ−うちのはしひめ
010,00429,あくかれて−ねぬよのちりの−つもるまて−つきにはらはぬ−とこのさむしろ,しきたへの−まくらのちりや−つもるらむ−つきのさかりは−いこそねられね
010,00431,あきのたに−いほさすしつの−とまをあらみ−つきとともにや−もりあかすらむ,あきのたの−かりほのいほの−とまをあらみ−わかころもては−つゆにぬれつつ
010,00433,あきのつゆや−たもとにいたく−むすふらむ−なかきよあかす−やとるつきかな,すすむしの−こゑのかきりを−つくしても−なかきよあかす−ふるなみたかな
010,00434,さらにまた−くれをたのめと−あけにけり−つきはつれなき−あきのよのそら,ありあけの−つれなくみえし−わかれより−あかつきはかり−うきものはなし
010,00437,したもみち−かつちるやまの−ゆふしくれ−ぬれてやひとり−しかのなくらむ,しくれつつ−かつちるやまの−もみちはは−いかにふくよの−あらしなるらむ
010,00445,なくしかの−こゑにめさめて−しのふかな−みはてぬゆめの−あきのおもひを,やまさとは−あきこそことに−かなしけれ−しかのなくねに−めをさましつつ
010,00473,むしのねも−なかきよあかぬ−ふるさとに−なほおもひそふ−まつかせそふく,すすむしの−こゑのかきりを−つくしても−なかきよあかす−ふるなみたかな
010,00478,さとはあれて−つきやあらぬと−うらみても−たれあさちふに−ころもうつらむ,つきやあらぬ−はるやむかしの−はるならぬ−わかみひとつは−もとのみにして
010,00483,みよしのの−やまのあきかせ−さよふけて−ふるさとさむく−ころもうつなり,みよしのの−やまのしらゆき−つもるらし−ふるさとさむく−なりまさるなり
010,00487,ひとりぬる−やまとりのをの−したりをに−しもおきまよふ−とこのつきかけ,あしひきの−やまとりのをの−したりをの−なかなかしよを−ひとりかもねむ
010,00493,あけほのや−かはせのなみの−たかせふね−くたすかひとの−そてのあききり,あけぬるか−かはせのきりの−たえまより−をちかたひとの−そてのみゆるは
010,00494,ふもとをは−うちのかはきり−たちこめて−くもゐにみゆる−あさひやまかな,かはきりの−ふもとをこめて−たちぬれは−そらにそあきの−やまはみえける
010,00495,やまさとに−きりのまかきの−へたてすは−をちかたひとの−そてもみてまし,あけぬるか−かはせのきりの−たえまより−をちかたひとの−そてのみゆるは
010,00495,やまさとに−きりのまかきの−へたてすは−をちかたひとの−そてもみてまし,やまかつの−まかきをこめて−たつきりも−こころそらなる−ひとはととめす
010,00508,ここのへに−うつろひぬとも−きくのはな−もとのまかきを−おもひわするな,あさまたき−やへさくきくの−ここのへに−みゆるはしもの−おけはなりけり
010,00512,あきをへて−あはれもつゆも−ふかくさの−さととふものは−うつらなりけり,としをへて−すみこしさとを−いてていなは−いととふかくさ−のとやなりなむ
010,00512,あきをへて−あはれもつゆも−ふかくさの−さととふものは−うつらなりけり,のとならは−うつらとなりて−なきをらむ−かりにたにやは−きみかこさらむ
010,00513,いりひさす−ふもとのをはな−うちなひき−たかあきかせに−うつらなくらむ,としをへて−すみこしさとを−いてていなは−いととふかくさ−のとやなりなむ
010,00513,いりひさす−ふもとのをはな−うちなひき−たかあきかせに−うつらなくらむ,のとならは−うつらとなりて−なきをらむ−かりにたにやは−きみかこさらむ
010,00515,とふひとも−あらしふきそふ−あきはきて−このはにうつむ−やとのみちしは,うちはらふ−そてもつゆけき−とこなつに−あらしふきそふ−あきもきにけり
010,00517,あきふけぬ−なけやしもよの−きりきりす−ややかけさむし−よもきふのつき,なけやなけ−よもきかそまの−きりきりす−すきゆくあきは−けにそかなしき
010,00518,きりきりす−なくやしもよの−さむしろに−ころもかたしき−ひとりかもねむ,さむしろに−ころもかたしき−こよひもや−こひしきひとに−あはてのみねむ
